observation_id,source,province,city,economic_object_raw,price_value,currency,semantic_role,market_scope,matched_services,canonical_service,comparability_key,original_comparable_status,extractor_version
1,jadetech_generic,CABA,CABA,Formateo e instalación de Sistema Operativo sin BackUp Categorías: Servicio técnico,42120,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,FORMATEO_INSTALACION_SO|BACKUP_DATOS,,,INDETERMINATE,generic_price_extractor_v3
2,jadetech_generic,CABA,CABA,Limpieza de hardware + Formateo e instalacion de windows PC gamer Categorías: Servicio técnico,75000,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,FORMATEO_INSTALACION_SO|LIMPIEZA_MANTENIMIENTO,,,INDETERMINATE,generic_price_extractor_v3
3,jadetech_generic,CABA,CABA,Limpieza Hardware + Formateo e instalación de Sistema Operativo + Programas Básicos + BackUp hasta 100gb + (CAMBIO A SSD) Categorías: Servicio técnico,54534,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,FORMATEO_INSTALACION_SO|LIMPIEZA_MANTENIMIENTO|BACKUP_DATOS|INSTALACION_PROGRAMAS,,,INDETERMINATE,generic_price_extractor_v3
4,jadetech_generic,CABA,CABA,BackUp de Datos cada 100gb Extras Categorías: Servicio técnico,21060,ARS,SINGLE_SERVICE,LOCAL_SERVICE,BACKUP_DATOS,BACKUP_DATOS,CABA::BACKUP_DATOS,INDETERMINATE,generic_price_extractor_v3
5,jadetech_generic,CABA,CABA,Inicialización de equipo nuevo (configuración + Programas Básicos) Categorías: Servicio técnico,42120,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,INSTALACION_PROGRAMAS|CONFIGURACION_EQUIPO,,,INDETERMINATE,generic_price_extractor_v3
6,jadetech_generic,CABA,CABA,Instalación Programas OpenSource x1 Categorías: Servicio técnico,12636,ARS,SINGLE_SERVICE,LOCAL_SERVICE,INSTALACION_PROGRAMAS,INSTALACION_PROGRAMAS,CABA::INSTALACION_PROGRAMAS,INDETERMINATE,generic_price_extractor_v3
7,jadetech_generic,CABA,CABA,Instalación Programas comerciales x1 provistos Categorías: Servicio técnico,15795,ARS,SINGLE_SERVICE,LOCAL_SERVICE,INSTALACION_PROGRAMAS,INSTALACION_PROGRAMAS,CABA::INSTALACION_PROGRAMAS,INDETERMINATE,generic_price_extractor_v3
8,jadetech_generic,CABA,CABA,Instalación y configuración de Drivers Categorías: Servicio técnico,21060,ARS,SINGLE_SERVICE,LOCAL_SERVICE,INSTALACION_DRIVERS,INSTALACION_DRIVERS,CABA::INSTALACION_DRIVERS,INDETERMINATE,generic_price_extractor_v3
9,jadetech_generic,CABA,CABA,"Limpieza de hardware + Cambio de Pasta térmica (Notebook, AIO, CONSOLAS) Categorías: Servicio técnico",26325,ARS,SINGLE_SERVICE,LOCAL_SERVICE,LIMPIEZA_MANTENIMIENTO,LIMPIEZA_MANTENIMIENTO,CABA::LIMPIEZA_MANTENIMIENTO,INDETERMINATE,generic_price_extractor_v3
10,jadetech_generic,CABA,CABA,Limpieza de hardware + Cambio de Pasta térmica (PC) Categorías: Servicio técnico,36855,ARS,SINGLE_SERVICE,LOCAL_SERVICE,LIMPIEZA_MANTENIMIENTO,LIMPIEZA_MANTENIMIENTO,CABA::LIMPIEZA_MANTENIMIENTO,INDETERMINATE,generic_price_extractor_v3
11,jadetech_generic,CABA,CABA,Eliminación de malware Categorías: Servicio técnico,26325,ARS,SINGLE_SERVICE,LOCAL_SERVICE,ELIMINACION_MALWARE,ELIMINACION_MALWARE,CABA::ELIMINACION_MALWARE,INDETERMINATE,generic_price_extractor_v3
12,bitz_generic,Córdoba,Córdoba,PC Antigua Básica,20000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
13,bitz_generic,Córdoba,Córdoba,PC Gamer Integrados/Básica,40000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
14,bitz_generic,Córdoba,Córdoba,PC Gamer gama media,55000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
15,bitz_generic,Córdoba,Córdoba,Notebook básica,65000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
16,bitz_generic,Córdoba,Córdoba,Notebook gamer estándar,85,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
17,bitz_generic,Córdoba,Córdoba,AIO estándar,65000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
18,bitz_generic,Córdoba,Córdoba,PC Antigua Básica,25000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
19,bitz_generic,Córdoba,Córdoba,PC Gamer Integrados/Básica,50000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
20,bitz_generic,Córdoba,Córdoba,PC Gamer gama media,65000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
21,bitz_generic,Córdoba,Córdoba,Notebook básica,85000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
22,bitz_generic,Córdoba,Córdoba,Notebook gamer estándar,100000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
23,bitz_generic,Córdoba,Córdoba,PC Antigua Básica,15000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
24,bitz_generic,Córdoba,Córdoba,PC Todas,35000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
25,bitz_generic,Córdoba,Córdoba,Notebook básica,50000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
26,bitz_generic,Córdoba,Córdoba,Notebook Gamer/Pro,60000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
27,bitz_generic,Córdoba,Córdoba,Notebook Ultra/Premium,80000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
28,bitz_generic,Córdoba,Córdoba,AIO estándar,50000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
29,bitz_generic,Córdoba,Córdoba,PC Antigua Básica,30000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
30,bitz_generic,Córdoba,Córdoba,PC Gamer gama media,75000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
31,bitz_generic,Córdoba,Córdoba,AIO estándar,85000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
32,bitz_generic,Córdoba,Córdoba,PC Antigua Básica,40000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
33,bitz_generic,Córdoba,Córdoba,PC Gamer Integrados/Básica,60000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
34,bitz_generic,Córdoba,Córdoba,PC Gamer gama media,90000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
35,bitz_generic,Córdoba,Córdoba,Básica,50000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
36,bitz_generic,Córdoba,Córdoba,Gama Media,70000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
37,bitz_generic,Córdoba,Córdoba,Gama Media/alta,90000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
38,bitz_generic,Córdoba,Córdoba,Básica,70000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
39,bitz_generic,Córdoba,Córdoba,Gama Media,90000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
40,bitz_generic,Córdoba,Córdoba,Gama Media/alta,110000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
41,bitz_generic,Córdoba,Córdoba,Básica,45000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
42,bitz_generic,Córdoba,Córdoba,PC-NOTEBOOK,30000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
43,bitz_generic,Córdoba,Córdoba,Servicio realizado a distancia.,35000,ARS,SINGLE_SERVICE,REMOTE_NATIONAL_SERVICE,SOPORTE_REMOTO,SOPORTE_REMOTO,AR::SOPORTE_REMOTO,INDETERMINATE,generic_price_extractor_v3
44,bitz_generic,Córdoba,Córdoba,PC Antigua Básica,10000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
45,bitz_generic,Córdoba,Córdoba,PC Gamer Integrados/Básica,10000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
46,bitz_generic,Córdoba,Córdoba,PC Gamer gama media,15000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
47,bitz_generic,Córdoba,Córdoba,Notebook básica,20000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
48,bitz_generic,Córdoba,Córdoba,AIO estándar,20000,ARS,SCOPE_DEVICE,NONE,,,,INDETERMINATE,generic_price_extractor_v3
49,bitz_generic,Córdoba,Córdoba,Backup de Datos (sin incluir dispositivo de almacenamiento),35000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,BACKUP_DATOS,BACKUP_DATOS,Córdoba::BACKUP_DATOS,INDETERMINATE,generic_price_extractor_v3
50,bitz_generic,Córdoba,Córdoba,Precio:,20000,ARS,NON_OBJECT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
51,bitz_generic,Córdoba,Córdoba,Incluye: Configuración + Programas Básicos Optimización,40000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,INSTALACION_PROGRAMAS,INSTALACION_PROGRAMAS,Córdoba::INSTALACION_PROGRAMAS,INDETERMINATE,generic_price_extractor_v3
52,bitz_generic,Córdoba,Córdoba,Precio:,24000,ARS,NON_OBJECT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
53,bitz_generic,Córdoba,Córdoba,Precio:,30000,ARS,NON_OBJECT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
54,bitz_generic,Córdoba,Córdoba,Precio:,40000,ARS,NON_OBJECT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
55,bitz_generic,Córdoba,Córdoba,Problemas Generales.,40000,ARS,NON_OBJECT,NONE,,,,INDETERMINATE,generic_price_extractor_v3
56,bitz_generic,Córdoba,Córdoba,Reparación de inicio de Windows,40000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,REPARACION_INICIO_WINDOWS,REPARACION_INICIO_WINDOWS,Córdoba::REPARACION_INICIO_WINDOWS,INDETERMINATE,generic_price_extractor_v3
57,bitz_generic,Córdoba,Córdoba,Hard Reset + Configuración tablets-celulares-iPads,45000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,HARD_RESET,HARD_RESET,Córdoba::HARD_RESET,INDETERMINATE,generic_price_extractor_v3
58,bairescloud_generic,Buenos Aires,Buenos Aires,Diagnostico / Revisión PC-Notebook-AIO,30000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,DIAGNOSTICO_REVISION,DIAGNOSTICO_REVISION,Buenos Aires::DIAGNOSTICO_REVISION,INDETERMINATE,generic_price_extractor_v3
59,bairescloud_generic,Buenos Aires,Buenos Aires,Formateo e instalación de SO PC-Notebook-AIO,86000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,FORMATEO_INSTALACION_SO,FORMATEO_INSTALACION_SO,Buenos Aires::FORMATEO_INSTALACION_SO,INDETERMINATE,generic_price_extractor_v3
60,bairescloud_generic,Buenos Aires,Buenos Aires,Limpieza de Hardware PC-Notebook-AIO,40000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,LIMPIEZA_MANTENIMIENTO,LIMPIEZA_MANTENIMIENTO,Buenos Aires::LIMPIEZA_MANTENIMIENTO,INDETERMINATE,generic_price_extractor_v3
61,bairescloud_generic,Buenos Aires,Buenos Aires,Formateo de SO + Soft Básico + BackUp 100gb + SSD PC-Notebook-AIO,126000,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,FORMATEO_INSTALACION_SO|BACKUP_DATOS,,,INDETERMINATE,generic_price_extractor_v3
62,bairescloud_generic,Buenos Aires,Buenos Aires,BackUp de Datos cada 100gb Extras PC-Notebook-AIO,38000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,BACKUP_DATOS,BACKUP_DATOS,Buenos Aires::BACKUP_DATOS,INDETERMINATE,generic_price_extractor_v3
63,bairescloud_generic,Buenos Aires,Buenos Aires,Start Up Equipo Nuevo PC-Notebook-AIO,78000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,CONFIGURACION_EQUIPO,CONFIGURACION_EQUIPO,Buenos Aires::CONFIGURACION_EQUIPO,INDETERMINATE,generic_price_extractor_v3
64,bairescloud_generic,Buenos Aires,Buenos Aires,Instalación Programas OpenSource x1 PC-Notebook-AIO,30000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,INSTALACION_PROGRAMAS,INSTALACION_PROGRAMAS,Buenos Aires::INSTALACION_PROGRAMAS,INDETERMINATE,generic_price_extractor_v3
65,bairescloud_generic,Buenos Aires,Buenos Aires,Instalación Programas comerciales x1 PC-Notebook-AIO,34000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,INSTALACION_PROGRAMAS,INSTALACION_PROGRAMAS,Buenos Aires::INSTALACION_PROGRAMAS,INDETERMINATE,generic_price_extractor_v3
66,bairescloud_generic,Buenos Aires,Buenos Aires,Instalación y configuración de Drivers PC-Notebook-AIO,38000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,INSTALACION_DRIVERS,INSTALACION_DRIVERS,Buenos Aires::INSTALACION_DRIVERS,INDETERMINATE,generic_price_extractor_v3
67,bairescloud_generic,Buenos Aires,Buenos Aires,Eliminación de malware / spyware PC-Notebook-AIO,46000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,ELIMINACION_MALWARE,ELIMINACION_MALWARE,Buenos Aires::ELIMINACION_MALWARE,INDETERMINATE,generic_price_extractor_v3
68,bairescloud_generic,Buenos Aires,Buenos Aires,Conexión Remota x 1 HS PC-Notebook-AIO,30000,ARS,SINGLE_SERVICE,REMOTE_NATIONAL_SERVICE,SOPORTE_REMOTO,SOPORTE_REMOTO,AR::SOPORTE_REMOTO,INDETERMINATE,generic_price_extractor_v3
69,bairescloud_generic,Buenos Aires,Buenos Aires,Visita a domicilio x 1 HS PC-Notebook-AIO,50000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,VISITA_TECNICA_DOMICILIO,VISITA_TECNICA_DOMICILIO,Buenos Aires::VISITA_TECNICA_DOMICILIO,INDETERMINATE,generic_price_extractor_v3
70,bairescloud_generic,Buenos Aires,Buenos Aires,Visita a domicilio x 1 HS (Emergencia fuera de HS) PC-Notebook-AIO,98000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,VISITA_TECNICA_DOMICILIO,VISITA_TECNICA_DOMICILIO,Buenos Aires::VISITA_TECNICA_DOMICILIO,INDETERMINATE,generic_price_extractor_v3
71,bairescloud_generic,Buenos Aires,Buenos Aires,Clonado de disco sin errores SMART PC-Notebook-AIO,78000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,CLONADO_DISCO,CLONADO_DISCO,Buenos Aires::CLONADO_DISCO,INDETERMINATE,generic_price_extractor_v3
72,bairescloud_generic,Buenos Aires,Buenos Aires,Clonado de disco con errores SMART PC-Notebook-AIO,126000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,CLONADO_DISCO,CLONADO_DISCO,Buenos Aires::CLONADO_DISCO,INDETERMINATE,generic_price_extractor_v3
73,bairescloud_generic,Buenos Aires,Buenos Aires,Reparación de inicio de Windows - User Restart PC-Notebook-AIO,70000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,REPARACION_INICIO_WINDOWS,REPARACION_INICIO_WINDOWS,Buenos Aires::REPARACION_INICIO_WINDOWS,INDETERMINATE,generic_price_extractor_v3
74,bairescloud_generic,Buenos Aires,Buenos Aires,Armado de PC básico PC,130000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,ARMADO_PC,ARMADO_PC,Buenos Aires::ARMADO_PC,INDETERMINATE,generic_price_extractor_v3
75,bairescloud_generic,Buenos Aires,Buenos Aires,Armado de PC gamer PC,210000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,ARMADO_PC,ARMADO_PC,Buenos Aires::ARMADO_PC,INDETERMINATE,generic_price_extractor_v3
76,bairescloud_generic,Buenos Aires,Buenos Aires,Cambio de componentes Hardware x1 PC,38000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,REPARACION_HARDWARE,REPARACION_HARDWARE,Buenos Aires::REPARACION_HARDWARE,INDETERMINATE,generic_price_extractor_v3
77,bairescloud_generic,Buenos Aires,Buenos Aires,Limpieza de hardware + Pasta térmica PC,46000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,LIMPIEZA_MANTENIMIENTO,LIMPIEZA_MANTENIMIENTO,Buenos Aires::LIMPIEZA_MANTENIMIENTO,INDETERMINATE,generic_price_extractor_v3
78,bairescloud_generic,Buenos Aires,Buenos Aires,Limpieza de hardware + Pasta térmica Notebook-AIO,72000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,LIMPIEZA_MANTENIMIENTO,LIMPIEZA_MANTENIMIENTO,Buenos Aires::LIMPIEZA_MANTENIMIENTO,INDETERMINATE,generic_price_extractor_v3
79,bairescloud_generic,Buenos Aires,Buenos Aires,Cambio de Flex Notebook,78000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,REPARACION_HARDWARE,REPARACION_HARDWARE,Buenos Aires::REPARACION_HARDWARE,INDETERMINATE,generic_price_extractor_v3
80,bairescloud_generic,Buenos Aires,Buenos Aires,Cambio de Pantalla Notebook,58000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,REPARACION_HARDWARE,REPARACION_HARDWARE,Buenos Aires::REPARACION_HARDWARE,INDETERMINATE,generic_price_extractor_v3
81,bairescloud_generic,Buenos Aires,Buenos Aires,Cambio de Teclado Notebook,58000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,REPARACION_HARDWARE,REPARACION_HARDWARE,Buenos Aires::REPARACION_HARDWARE,INDETERMINATE,generic_price_extractor_v3
82,bairescloud_generic,Buenos Aires,Buenos Aires,Hard Reset (Config tablets-celulares-iPads) Celulares-Tablets,70000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,HARD_RESET,HARD_RESET,Buenos Aires::HARD_RESET,INDETERMINATE,generic_price_extractor_v3
83,bairescloud_generic,Buenos Aires,Buenos Aires,Web / Email Hosting - Full Managed Web / Email Hosting x MES,38000,ARS,SINGLE_SERVICE,REMOTE_NATIONAL_SERVICE,HOSTING_ADMINISTRADO,HOSTING_ADMINISTRADO,AR::HOSTING_ADMINISTRADO,INDETERMINATE,generic_price_extractor_v3
84,bairescloud_generic,Buenos Aires,Buenos Aires,VPS Full Managed VPS x MES,78000,ARS,SINGLE_SERVICE,REMOTE_NATIONAL_SERVICE,VPS_ADMINISTRADO,VPS_ADMINISTRADO,AR::VPS_ADMINISTRADO,INDETERMINATE,generic_price_extractor_v3
85,cirowhite_generic,Tucumán,San Miguel de Tucumán,📱 Celulares Reparación de smartphones de todas las marcas. Entrega en 24-48 horas. Cambio de pantalla / módulo Reemplazo de batería Reparación conector de carga Recuperación de datos,20000,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,RECUPERACION_DATOS|REPARACION_HARDWARE,,,INDETERMINATE,generic_price_extractor_v3
86,cirowhite_generic,Tucumán,San Miguel de Tucumán,"💻 PC & Notebooks Mantenimiento, formateo y reparación de computadoras de escritorio y portátiles. Limpieza + pasta térmica Formateo con backup Instalación SO + drivers Reparación de bisagras y pantalla",35000,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,FORMATEO_INSTALACION_SO|LIMPIEZA_MANTENIMIENTO|BACKUP_DATOS|INSTALACION_DRIVERS|REPARACION_HARDWARE,,,INDETERMINATE,generic_price_extractor_v3
87,cirowhite_generic,Tucumán,San Miguel de Tucumán,🖨️ Impresoras Servicio técnico para impresoras inkjet y láser de todas las marcas. Limpieza de cabezales Reset de almohadillas Mantenimiento preventivo Reparación electrónica,5000,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,LIMPIEZA_MANTENIMIENTO|REPARACION_HARDWARE|SERVICIO_IMPRESORAS,,,INDETERMINATE,generic_price_extractor_v3
88,cirowhite_generic,Tucumán,San Miguel de Tucumán,🔍 Diagnóstico Se bonifica si realizás el trabajo Evaluación completa Informe escrito de la falla Aplica a inkjet y láser Presupuesto sin compromiso Pedir diagnóstico,5000,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,DIAGNOSTICO_REVISION|SERVICIO_IMPRESORAS,,,INDETERMINATE,generic_price_extractor_v3
89,cirowhite_generic,Tucumán,San Miguel de Tucumán,🖨️ Mantenimiento Preventivo Inkjet $45-60k · Láser $55-75k Limpieza y lubricación Limpieza de cabezales Reset almohadillas Garantía por escrito Retiro y entrega incluidos Consultar ahora,45000,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,LIMPIEZA_MANTENIMIENTO|SERVICIO_IMPRESORAS,,,INDETERMINATE,generic_price_extractor_v3
90,cirowhite_generic,Tucumán,San Miguel de Tucumán,⚙️ Reparación Electrónica Según diagnóstico previo Cambio de rodillos Reparación fuente / placa Cabezales por ultrasonido Garantía incluida Consultar ahora,35000,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,REPARACION_HARDWARE|SERVICIO_IMPRESORAS,,,INDETERMINATE,generic_price_extractor_v3
91,cirowhite_generic,Tucumán,San Miguel de Tucumán,🧹 Limpieza + Pasta Térmica Mejora rendimiento y temperatura Limpieza física interna Cambio de pasta térmica Diagnóstico de componentes Garantía incluida Consultar ahora,35000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,LIMPIEZA_MANTENIMIENTO,LIMPIEZA_MANTENIMIENTO,Tucumán::LIMPIEZA_MANTENIMIENTO,INDETERMINATE,generic_price_extractor_v3
92,cirowhite_generic,Tucumán,San Miguel de Tucumán,💻 Formateo + Sistema Operativo Con backup de hasta 100GB incluido Formateo completo con backup Instalación SO + drivers Software base incluido Entrega en 24-48 horas Retiro y entrega incluidos Consultar ahora,35000,ARS,COMPOSITE_SERVICE,MIXED_OR_UNKNOWN,FORMATEO_INSTALACION_SO|BACKUP_DATOS|INSTALACION_DRIVERS|INSTALACION_PROGRAMAS,,,INDETERMINATE,generic_price_extractor_v3
93,cirowhite_generic,Tucumán,San Miguel de Tucumán,🔧 Reparaciones Físicas Mano de obra según el trabajo Bisagras y carcasas Reemplazo pantalla o teclado PIN de carga / DC-Jack Soldadura incluida Consultar ahora,20000,ARS,SINGLE_SERVICE,LOCAL_SERVICE,REPARACION_HARDWARE,REPARACION_HARDWARE,Tucumán::REPARACION_HARDWARE,INDETERMINATE,generic_price_extractor_v3
